abstract,authors,en_abstract,en_keywords,en_title,keywords,pdf_url,title,url
以3维表面间共轭点欧氏距离之和最小为理论基础，提出一种泛型3维表面匹配数学模型，并推导其最小二乘平差理论模型，利用该模型进行机载LiDAR点云条带平差。针对真实机载LiDAR点云数据进行条带平差对比实验，结果表明本文所提出的表面匹配模型，不仅能准确估计出相邻重叠3维表面间的正形变换参数，较好地解决机载LiDAR点云条带间配准问题，而且能同时适用于多种同名点对应准则，是一种泛型的配准模型。,,,Key Words:three-dimensional surface matching strip adjustment three-dimensional similarity transformation laser scanning,Generic mathematical model of least squares three-dimensional surface matching and its application on strip adjustment of airborne LiDAR data,关键词:3维表面匹配 条带平差 空间相似变换 激光扫描,,3维最小二乘表面匹配泛型数学模型及在机载LiDAR条带平差中的应用,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12292&flag=1
由于外部成像环境和传感器本身设计指标的差异，不同遥感平台同一波段影像之间常常存在不一致。在多源遥感定量研究中，对外部成像环境导致的差异关注较多，而对以光谱响应函数（SRF）和空间点扩散函数（PSF）为代表的值感器本身设计指标，导致的影像不一致性（差异性）则考虑相对较少，这给后续研究结果的分析与讨论带来一定不确定性。为了提供一种全面、客观对不同遥感平台同一波段影像一致性评价方法，本文采用控制变量法的评价策略，介绍了利用Hyperion高光谱影像结合光谱响应函数模拟各种宽波段影像的方法，并将其用于多平台同一波段影像之间的一致性评价；同时在此基础上探讨了考虑PSF对高-低空间分辨率影像聚合过程的影响，为不同平台、同一波段、不同空间分辨率影像之间的一致性评价提供了技术参考。通过对常见的3种典型传感器Landsat ETM+，Terra MODIS，NOAA AVHRR 3近红外波段进行模拟、比较和一致性评价，结果表明：（1）利用本文所提出的宽波段光谱模拟方法，能较准确地模拟各种宽波段影像（在本文中平均相对误差的绝对值最大为-2.371%），并可用于多平台同一波段影像的数据评价（从光谱响应的角度）。 （2）为了比较不同平台、同一波段、不同空间分辨率之间的差异性，可将其中高分辨率影像进行尺度上推，得到与其中低分辨率影像相同像元大小的影像，然后再进行评价。在尺度上推过程中，需先考虑PSF效应（可用高斯低通滤波模拟），然后进行平均值聚合即可。在此基础上进行的一致性评价才是比较客观的，特别是针对异质性区域。本文所采用的评价方法不仅可为评价不同平台波段同一波段影像之间一致性提供很好的解决途径，而且为多源遥感数据选择提供了一种决策依据。,,,Key Words:image simulation data assessment spectral response function point spread function hyperspectral image,Evaluating the consistency of multi-source wideband remote sensing images：A band simulation approach using Hyperion data,关键词:影像模拟 数据评价 光谱响应函数 点扩散函数 高光谱影像,,Hyperion波段模拟的宽波段遥感影像一致性评价,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12346&flag=1
由于大气吸收和散射等大气辐射传输影响，叶绿素荧光卫星遥感反演存在很大的困难和挑战。本文利用日本温室气体观测卫星GOSAT的TANSO-FTS超光谱数据，选取770 nm附近受大气影响较弱的KI夫琅和费暗线，借助KPNO2010高分辨率太阳辐照度光谱，设计了加权最小二乘拟合的叶绿素荧光卫星反演算法，利用矩阵的谱条件数确定了算法中KI吸收线所采用的权重系数，获得了中国区域2010年1月至2011年6月的叶绿素荧光数据。并利用TANSO-CAI云标识数据剔除了受云影响的反演结果，并按照2°×2°格网逐月计算了荧光强度均值。将反演叶绿素荧光强度结果与同期MODIS的增强性植被指数EVI、光合有效辐射比例FPAR、总初级生产力GPP产品作对比分析，结果表明：荧光强度高值主要分布在中国西南、中南等植被覆盖度高、生长旺盛的地区，荧光强度季节性变化规律与EVI、FPAR、GPP等相似，但季节变化比上述各参数变化提前且更敏感，可以反映其他参数所不具备的独特信息。,,,Key Words:chlorophyll fluorescence satellite remote sensing weighted least square KI fraunhofer line ultra-spectral,Retrieval of chlorophyll fluorescence from GOSAT TANSO-FTS data based on weighted least square fitting,关键词:叶绿素荧光 卫星遥感 加权最小二乘 KI夫琅和费暗线 超光谱,,叶绿素荧光的GOSAT卫星遥感反演,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12356&flag=1
通过遥感影像云量数据和地面站点日照百分率观测数据建立遥感集成日照百分率模型，模拟遥感集成日照百分率的空间分布。基本思路是以空间尺度上的富余弥补时间尺度上的稀缺。云的移动是连续的，所以一幅云量遥感影像中，某一格网点周围一定区域范围内的云量都有可能对该点日照情况产生影响，因此对遥感总云量数据在日照轨迹内及云移动所经路径内重采样，能够更接近可照时段内云量的真实情况。然后按云量和日照百分率的负相关性，建立了日尺度的日照百分率遥感集成综合模型，实现对遥感集成日照百分率的模拟，完成日照百分率的遥感集成空间分布模拟图。结果表明：（1）重采样后的总云量克服了云量观测在时间上的局限性；（2）遥感集成日照百分率克服了气象站点空间上的局限性；（3）遥感集成日照百分率模型模拟精度相对插值法有显著的提高。,,,Key Words:MODIS cloud fraction banded resample RS integration model of sunshine percentage,Remote sensing integration model of sunshine percentage based on cloud cover images,关键词:MODIS 总云量 带状重采样 日照百分率遥感集成模型,,基于云量影像的日照百分率遥感集成模型,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r13032&flag=1
针对当前高分辨率遥感影像多层次分割尺度参数设置缺少理论框架支持、人为因素影响较多等缺点，提出一种引入松弛因子的高分辨率遥感影像自动多层次分割方法。该方法利用1个松弛因子调节引导区域对象合并的异质性值大小，通过控制每次递归合并区域的对象个数，提高了整体分割的速度；以区域对象间异质性平均值作为基数，引入另一个松弛因子控制分割过程中层次输出的尺度参数，使整个分割过程自动得到不同尺度的多层次分割结果。实验结果表明，该方法具有较高的分割质量，能够满足遥感影像分析及地物提取的精度要求，并且减少了人为因素影响，提高了自动化程度。但是，对于复杂图像内容的地物目标边界处理和减少狭长区域对象的出现还需要进一步深入研究和实践。,,,Key Words:relaxation factor high-resolution satellite imagery automated hierarchical segmentation criterion of heterogeneity region adjacency graph,Automated hierarchical segmentation of high-resolution remote sensing imagery with introduced relaxation factors,关键词:松弛因子 高分辨率遥感影像 自动多层次分割 异质性测度 区域邻接图,,引入松弛因子的高分辨率遥感影像自动多层次分割,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r13031&flag=1
先验知识在遥感反演中起到重要的作用，本文首先根据各向异性平整指数AFX和地表多角度观测数据集建立了BRDF二向性反射分布函数原型库，然后介绍了以BRDF原型作为先验知识的提取多角度数据地表反照率的原型反演算法，为验证算法的精度，将原型反演及全反演算法拟合验证数据子集得到的反照率与MODIS全反演算法拟合完整数据集得到的结果作比较。结果对比表明，观测天顶角在40°；以内时，非垂直主平面的观测数据能够代表部分地表的各向异性反射特征，此时原型反演算法的最大平均绝对误差为0.036，相对精度比全反演算法高约5%—10%；当数据位于垂直主平面时，观测信息量严重不足，此时原型反演算法结果相对较稳定，而全反演算法的最大绝对误差高达0.18。 综上所述，原型反演算法能够在整个采样空间范围内对BRDF进行约束，对观测数据位置分布的依赖较小，抗噪声能力强，在反演观测信息不足的多角度数据时，结果精度优于全反演算法。,,,Key Words:AFX BRDF archetype archetype inversion full inversion albedo,An algorithm for retrieval albedo from BRDF archetype,关键词:各向异性平整指数AFX BRDF原型 原型反演 MODIS全反演 反照率,,基于BRDF原型反演地表反照率,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r13022&flag=1
通过对合成孔径雷达（SAR）影像成像几何机理的分析，以传感器位置和姿态作为定向参数，构建了考虑多普勒参数的SAR影像距离—共面方程及基于该方程的SAR影像空中三角测量模型。以登封地区99景0.5 m分辨率机载非0多普勒SAR影像为试验数据，进行了单片定向、无控制点的自由网平差、稀少控制点的区域网平差及带有自检校参数的区域网平差等系列试验。与R-D模型相比，本文模型减少了定向参数的数目，实现了SAR影像与POS数据的联合平差处理，建立的带有自检校参数的SAR影像区域网平差模型，对提高稀少或无地面控制点条件下未进行（或低精度）几何定标SAR影像的区域网平差精度起到了显著作用。较少控制点条件下模型满足了丘陵和山区1∶5000/1∶10000航摄测图对空中三角测量精度的要求。,,,Key Words:SAR imagery positioning Range-Cocone equation with Doppler frequency block adjustment aerial triangulation exterior orientation elements self-calibration,Range-Cocone equation with Doppler parameter for SAR imagery positioning,关键词:SAR影像定位 距离—共面方程 区域网平差 空中三角测量 多普勒频率 外方位元素,,考虑多普勒参数的SAR影像距离——共面方程及其定位,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12332&flag=1
等距映射和局部切空间排列降维后，低维流形坐标能够保留原始高光谱影像中地物光谱信息，用于提取原始影像的潜在特征。然而这两种流形方法的理论差异导致其低维坐标继承光谱信息的能力不同，对比这两种流形坐标可凸显出原始影像内部的潜在特征。因此，本文基于等距映射和局部切空间排列非线性降维，提出两种流形坐标的差异图法来提取高光谱影像内部的潜在特征。首先，根据流形坐标的光谱解释确定两种坐标的每一维代表相同的光谱信息。其次，根据相同的光谱特征，归一化两种流形坐标并调整坐标轴方向，统一两种坐标到相同的坐标框架。最后，通过加权流形图相减得到坐标差异图，采用经典的图像处理方法提取潜在特征。采用两个实验并对比等距映射和局部切空间排列方法的降维结果来验证本文方法。结果表明，流形坐标差异图能够成功提取单一流形结果无法得到的潜在特征，如靠河岸的浅水区域和大场景沼泽地中的低分辨率道路。这为高光谱影像的潜在特征提取研究提供了一种新方法。,,,Key Words:hyperspectral imagery nonlinear dimensionality reduction Isometric mapping local tangent space alignment difference maps from manifold coordinates,Underlying features extraction using difference maps from manifold coordinates of hyperspectral imagery,关键词:高光谱影像 非线性降维 等距映射 局部切空间排列 流形坐标差异图,,用流形坐标差异图提取高光谱影像潜在特征,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12347&flag=1
通过分析湖南、浙江和福建三省不同氧化铁和有机质含量共253个土样的光谱数据，研究了氧化铁对有机质光谱特征及定量反演的影响。结果表明：氧化铁的光谱特征波段为600—1400 nm；氧化铁含量小于20 g/kg时对有机质的光谱信息没有影响，含量在20—30 g/kg时，对有机质可见光波段光谱信息的表现有影响，近红外波段的影响不大，含量大于30 g/kg时，氧化铁会掩盖有机质的光谱信息；氧化铁与有机质的比值小于0.726时对有机质的光谱信息没有影响，比值为1.05—2时，对有机质400—1300 nm波段光谱信息的表现有影响，1300—2400 nm波段的影响不大，比值大于2.21时，氧化铁会完全掩盖有机质的光谱信息；氧化铁对有机质的光谱定量反演有影响，随氧化铁含量的增加或氧化铁含量与有机质含量比值的增大，模型的稳定性与预测能力有所降低，但氧化铁含量小于20 g/kg、氧化铁含量与有机质含量比值小于2.0时，氧化铁的影响不明显。,,,Key Words:iron oxide organic matter spectral characteristics inversion influence,Influence of iron oxide on the spectral characteristics of organic matter,关键词:氧化铁 有机质 光谱特征 反演 影响,,氧化铁对有机质光谱特性的影响分析,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12273&flag=1
针对毫米波雷达处理数据的实际需要，应用离散偶极子近似法DDA，获得了非球形冰晶的后向散射及衰减截面并进行了参数化，并主要基于细化的冰云模型，假设冰晶粒子谱为Γ分布，通过模拟取样各1330次（代表1330种粒子分布），分别计算得到了W波段（94 GHz）与Ka波段（35 GHz）毫米波雷达探测的冰云衰减系数k及雷达反射率因子Ze，而且利用数值模拟的方法，建立了k-Ze关系的具体表达式。计算表明，非球形和非瑞利散射对W波段毫米波雷达衰减的影响较大，而且在同样滴谱分布条件下，W波段毫米波雷达的衰减比Ka波段毫米波雷达的大几倍，此外细化的冰云模型对k-Ze关系具有影响。本研究对中纬度非降水性冰云的毫米波雷达的衰减订正具有参考价值，并对中国的毫米波雷达应用具有借鉴作用。,,,Key Words:non-spherical ice crystals millimeter-wave radar k-Ze relation Discrete Dipole Approximation (DDA) method,Relationship between the extinction coefficient and radar reflectivity factor of non-spherical ice crystals,关键词:非球形冰晶 毫米波雷达 k-Ze关系 离散偶极子近似法(DDA),,非球形冰晶的毫米波k-Ze关系研究,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12337&flag=1
基于非相干光源叠加的原理，建立了太阳-激光双光源植被冠层方向反射模型。首先，分析了太阳光和激光的特点，指出了其协同应用对植被定量遥感探测的应用潜力；其次，利用Li-Strahler几何光学模型和辐射传输SAIL模型，进行了双光源情况下的模拟研究，发现在非相干叠加的情况下，当两种光源在不同角度入射时，会出现双热点的现象，并且其强度受到两种光源各自强度的影响。基于上述原理，分别针对两种模型进行试验研究，利用模拟“树木”进行了稀疏分布的几何光学模型研究，利用小麦进行了浓密分布条件下的辐射传输模型试验研究，试验结果表明了基本原理及模拟结果的可靠性。结合相关研究分析表明，双光源建模有利于定量遥感机理模型的求解，可以利用构造的“热点”信息进行植被结构参数提取，同时对于主被动遥感协同应用和激光的植被定量遥感研究具有重要价值。,,,Key Words:Two incident light Sources (TS) Single incident light Sources (SS) radiative transfer geometrical optics laser hot spot effect,Vegetation canopy directional reflectance based on two incident non-coherent light sources： Simulation and experiment,关键词:双光源 单光源 辐射传输 几何光学 激光 热点效应,,非相干双光源植被冠层方向反射模拟与试验,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12361&flag=1
针对分形海面模型的功率谱在空间波数小于基波波数时不能满足正幂率的问题，提出一种统计模型和归一化带限Weierstrass分形模型相结合的1维海面模型，确定了表面功率谱的闭式解，表面功率谱和有关文献的数据进行了对比。在满足Kirchhoff近似的条件下推导该模型电磁散射系数的闭式解，计算了散射系数随时间变化的Hurst指数，进而求得其分形维数。从数值仿真结果可知，表面功率谱和PM谱、南海的实测数据都拟合得很好，验证了模型的有效性，海面所接收信号随时间变化是分形的，并且其分形维数与分形海表面的分形维数几乎相等。,,,Key Words:fractal model statistical model electromagnetic scattering fractal dimension,Fractal analysis of the scattering signal from the improved fractal model of the sea surface,关键词:分形模型 统计模型 电磁散射 分形维数,,改进分形海面模型散射信号的分形特性分析,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12207&flag=1
临边探测为中、高层大气探测，主要针对海拔约10—100 km的大气层进行观测，与垂直观测相比，具有更高的垂直分辨率。亚毫米波（0.1—1.0 mm或300 GHz—3 THz）临边探测对臭氧层的大气环保监控具有特殊的意义。本文分析比较了Odin/SMR、EOS AURA/MLS、JEM/SMILES、MASTER与SOPRANO这5个亚毫米波临边探测仪的特性，并介绍了亚毫米波临边探测大气反演系统中的正向模型与反向模型。亚毫米波临边探测器具有较高的光谱分辨率及较宽的波段宽度，其光谱分辨率能达到1 MHz甚至1 MHz以下，波段宽度能达到几个GHz。另外，大气中的许多分子在亚毫米波波段有特征吸收线，可以反演许多痕量气体垂直廓线。在亚毫米波临边探测下，可以获得氯族成分及BrO的廓线数据。HCl、ClO等氯族成分的反演误差可以小于10%，但BrO的反演误差达50%以上。亚毫米波临边探测的正向模型需要考虑云的多次散射；5个亚毫米波临边探测器的反演算法均采用基于高斯-牛顿或Levenberg-Marquardt迭代的最优反演算法。,,,Key Words:sub-millimeter limb sounding SMR MLS JEM/SMILES MASTER SOPRANO,Overview of sub-millimeter limb sounding,关键词:亚毫米波 临边探测 SMR MLS JEM/SMILES MASTER SOPRANO,,亚毫米波临边探测发展现状,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12279&flag=1
"卫星的射出长波辐射OLR(Outgoing Long-wave Radiation)数据具有不同程度的误差。为满足业务和科研工作的需要,对国产卫星FY-3 A/VIRR的OLR产品与其他同类卫星产品进行一致性和差异性分析是非常必要的。采用风云三号A星(FY-3A)扫描辐射计(VIRR)的OLR日平均产品作为被检验数据,美国大气海洋局NOAA18卫星上搭载的甚高分辨率扫描辐射计(AVHRR)OLR日平均产品作为检验源数据,使用相关系数、平均偏差、均方根误差、相对误差等检验方法,对两种产品进行一致性和差异性分析。结果表明,两种OLR资料大部分相关系数较大,平均偏差、均方根误差和相对误差较小,个别资料相关系数较小,平均偏差、均方根误差和相对误差较大。如2010年4月23日、7月13日和10月13日,相关系数、平均偏差、均方根误差、相对误差分别为(0.63,7 Wm-2,31 Wm-2,0.12)、(0.5,-5 Wm-2,45 Wm-2,0.125)和(0.3,-200 Wm-2,225 Wm-2,0.85)。这些偏差主要发生在高山和海洋地区,并且暖季相对冷季偏差较大,可能是由于高山、海洋地区和暖季较强的对流活动造成两种资料的对比结果存在一定的差异;此外,由于FY-3A为上午星,NOAA18为下午星,过境时间存在一定的差异,也给二者的对比结果带来一定的差异。",,,Key Words:FY-3A/VIRR NOAA18/AVHRR Outgoing Long-wave Radiation (OLR) difference,Similarity and differences in the daily average OLR of FY-3A/VIRR and NOAA18/AVHRR,关键词:FY-3A/VIRR NOAA18/AVHRR 射出长波辐射OLR 差异,,NOAA18/AVHRR与FY-3A/VIRR的OLR产品一致性和差异性分析,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12099&flag=1
"日照百分率是地球辐射研究、太阳能资源评估等工作中使用的一个重要指标量。为探讨FY-2C静止气象卫星资料估算日照百分率的可能性,以江西省为例,采用了FY-2C静止气象卫星2007年整年白天逐小时云检测资料和同期江西省87个国家气象站逐小时日照时数资料,建立了北京时间8:00-17:00逐时多元线性回归和权重系数两种估算模型,估算得到了覆盖江西省范围的5 km空间分辨率的逐时日照百分率格点资料。另外,用反距离加权(IDW)和克里金法(Kriging)模型对全省8:00-17:00逐时的日照百分率进行5 km分辨率空间插值,以进行多种方法对比分析。将各模型的估算结果与未参与模型构建的17站实测资料进行对比分析后发现,基于FY-2C云检测资料的两种估算模型的平均绝对误差(MAE)和相对误差均比IDW和Kriging的小50%以上,且其均方根误差(RMSIE)均明显小于后两者,误差离散性亦更小。基于FY-2C云检测资料的日照百分率的两个估算模型中多元回归模型的平均绝对误差(MAE)为3.40%,平均相对误差为8.62%,略小于权重系数模型的3.47%和8.75%,两者的均方根误差(RMSIE)则相差无几,误差空间分布也较为一致;各时次两种模型的估算值多大于实测值,仅17:00的估算结果小于实测值,8:00和17:00的MAE、RMSIE、相对误差均明显大于其他时次。对试验结果进行综合分析得出结论:基于FY-2C云检测资料的两种日照百分率估算模型均明显优于传统的IDW和Kriging方法;就2007年资料而言,多元回归模型优于权重系数模型。",,,Key Words:FY-2C cloud classification sunshine percentage estimating,Estimating of sunshine percentage using the cloud classification data from FY-2C,关键词:FY-2C 云检测 日照百分率 估算,,FY-2C云分类资料估算日照百分率,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12125&flag=1
"针对宽观测带SAR图像,在对入射角效应量化研究的基础上,提出了一种入射角效应按类校正方法。利用分水岭分割和区域标记技术实现地物取样,基于结合线性回归估计的余弦朗伯定律,实现对地物后向散射值的按类辐射校正。针对Envisat ASAR C波段HH极化数据的实验结果表明,入射角效应对雷达后向散射有明显的影响,含水量越高的地物类型,入射角效应越明显。利用本文方法进行入射角效应校正的效果优于绝对定标和一阶余弦校正的效果。",,,Key Words:incident angle effect watershed quantitative study Lambert's cosine law linear regression,Quantitative research and correction of incident angle effect for wide-swath SAR images,关键词:入射角效应 分水岭 量化研究 余弦朗伯定律 线性回归,,宽观测带SAR图像入射角效应量化研究与校正,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12291&flag=1
"利用MTSAT-2静止气象卫星数据开展了中国区域的雪盖监测研究,结合MODIS雪盖产品及站点雪深观测数据对判识结果进行对比分析和验证。首先,根据MTSAT-2静止气象卫星数据特点,进行角度效应校正及多时相数据合成,以减少云对图像的影响;其次,根据多个雪盖判识因子建立中国区域雪盖判识算法;最后,对比分析2011年1月份MTSAT-2和MODIS雪盖判识结果,并使用站点观测数据进行精度验证。研究表明:(1)MTSAT-2雪盖判识受云影响比例约30%,MODIS雪盖产品受云影响比例约60%,MTSAT-2去云效果明显。(2)无云情况下,MTSAT-2雪盖判识和MODIS雪盖产品判识精度均高于92%;有云覆盖时,MTSAT-2判识精度约65%,优于MODIS雪盖产品35%的判识精度。(3)MTSAT-2静止气象卫星在保持高积雪判识精度的前提下,可以更有效减少云对雪盖判识影响,实时获取更多地表真实信息。该研究对中国区域雪盖信息准确监测、气候变化研究以及防灾减灾等具有重要意义。",,,Key Words:MTSAT-2 geostationary satellite snow cover,Monitoring snow cover over China with MTSAT-2 geostationary satellite,关键词:MTSAT-2 静止气象卫星 雪盖,,MTSAT-2静止气象卫星中国区域雪盖监测,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12217&flag=1
"作为陆地生态系统的主体,森林的碳循环与碳蓄积对研究陆地生态系统起着重要作用,但目前森林扰动资料的缺乏在很大程度上影响着森林碳通量的估算精度。利用1986年-2011年共14期的Landsat TM/ ETM+影像,以江西武宁县为例,使用遥感指数时间序列轨迹分析方法,研究了适用于中国南方森林的扰动监测技术,该技术不仅可以识别森林的扰动变化,同时还可以监测植被的恢复信息。精度分析表明该方法得出的扰动产品的Kappa系数达到0.80,总体精度达到89.7%,表明该方法对武宁县森林扰动具有较好的监测能力。森林扰动特征分析表明武宁县森林在20世纪90年代受扰动最为剧烈,并且扰动主要发生在低海拔地区。",,,Key Words:forest disturbance Landsat data time series,Forest disturbance monitoring based on the time-series trajectory of remote sensing index,关键词:森林扰动 Landsat数据 时间序列,,利用遥感指数时间序列轨迹监测森林扰动,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12308&flag=1
"卫星观测数据可以评价燃煤电厂的空气质量等级。NO2、SO2 和烟尘是燃煤电厂排放的主要污染物,本文利用卫星遥感观测的NO2、SO2和气溶胶光学厚度AOD(Aerosol Optical Depth)开展燃煤电厂空气质量评价。以中国华北地区为实验区,分析对比了3种污染物不同时间分辨率和空间分辨率的污染状况,确定了单因子的5级分级标准,根据燃煤电厂排放污染物的权重不同,提出了评价近地表空气质量状况的模型。本文综合考虑3种污染因子来反映电厂空气质量,有利于提高评价的准确性以及反应信息的全面性。结果表明,该模型能正确反映不同地区电厂的空气质量特点。",,,Key Words:coal-fired power plants SO2 NO2 Aerosol Optical Depth(AOD) air quality,Assessment of air quality in coal-fired power plants using satellite observations,关键词:燃煤电厂 SO2 NO2 气溶胶光学厚度AOD 空气质量,,利用遥感数据评价燃煤电厂空气质量,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12243&flag=1
"利用大气红外辐射传输模式,结合FY-2E静止卫星红外窗区光谱响应函数,模拟计算了标准大气环境下0-5 km各高度层气溶胶消光系数增量为50%和30%两种情况下对FY-2E红外1通道亮温增量的贡献。定量分析了春季气溶胶消光系数对亮温增量的影响以及主要影响高度。结合FY-2E红外1通道灵敏度,提出了可用于红外通道晴空沙尘气溶胶微弱示踪信号移动追踪的""时间差分法""。理论模拟计算和实例分析表明,在一定条件下,""时间差分法""追踪红外通道晴空沙尘气溶胶微弱示踪信号的移动,可以获得传统云导风所无法得到的干旱半干旱沙尘爆发区的风场信息,且反演得到的风场与美国国家环境预报中心NCEP再分析资料850 hPa风场有着很好的一致性。",,,Key Words:radiative transfer time difference method AMVs in clear regions FY-2E aerosol,Derivation of wind fields in dust storm region of clear-sky from FY-2E infrared window imagery using the time difference technique,关键词:辐射传输 时间差分法 晴空导风 FY-2E 气溶胶,,FY-2E红外通道晴空沙尘区时间差分法导风研究,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12262&flag=1
"通信系统的不可靠性会造成SAR卫星下发数据出现误码或丢失,从而导致几何参数的解译、计算出现较大的误差或者缺失,限制了SAR数据成像处理及后续利用。针对该问题,提出一种基于回波数据的成像参数联合估计方法。首先通过回波数据进行多普勒中心频率估计和多普勒调频斜率估计;然后,根据SAR多普勒参数特性,建立多普勒参数与几何参数之间的超定方程组,并利用多普勒参数估计值求解方程组反演几何参数;最后,利用多普勒参数估计值和几何参数估计值完成SAR数据成像处理。实验结果表明,本文方法可以获得可靠的多普勒参数估计值和几何参数估计值,从而有效地解决像参数欠缺情况下的星载SAR成像处理问题。",,,Key Words:spaceborne SAR imaging Doppler centroid estimation Doppler chirp rate estimation over-determined equations inversion of imaging geometrical parameters,Joint estimation scheme of spaceborne synthetic aperture radar imaging parameters,关键词:星载SAR成像 多普勒中心频率估计 多普勒调频斜率估计 超定方程组 成像几何参数反演,,星载SAR成像参数联合估计方法,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12229&flag=1
"提出""全域-局部""遥感信息分布提取模型,通过计算和整合影像局部范围内的空间和光谱特征来优化全域上光谱混淆较大像元的提取精度。模型分为两个主要计算步骤:""全域""前分类与""局部""后分类;""全域""前分类将仅划分出满足一定精度阈值标准的像元,而""局部""后分类则在此部分分类结果基础上,进一步发掘和计算已分类像元所蕴含的信息来辅助对全域未分类像元的提取。在不透水面专题提取过程中,采用支持向量机SVM作为前分类器,通过控制精度阈值所对应的分类后验概率产生部分分类结果;采用调节最小距离分类器作为后分类器,根据一定的权重整合像元局部范围内的空间与光谱信息,代替了传统的全域光谱信息来优化分类。实验采用TM5影像以及所对应的NLCD(National Land Cover Data)标准不透水面产品作为测试集,""全域-局部""模型对应单一SVM模型的提取精度由80.31%提高为82.73%,局部后分类器精度较单一SVM模型由54.27%提高到59.94%。实验证明该模型具有较明显的精度提升且能够较好地解决不透水面与裸土混淆的问题,并得到空间形态上更为完善的不透水面提取结果。",,,Key Words:global-local impervious surface area remote sensing information extraction,"A""global-local"" impervious surface area extraction model using multispectral remote sensing images",关键词:全域-局部 不透水面 遥感 分步提取,,“全域-局部”不透水面信息遥感分步提取模型,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12251&flag=1
"为提高资源一号02C卫星全色影像几何精度,首先从其严格几何成像模型出发,对成像过程中的几何误差来源及其特性进行分析,在此基础上构建资源一号02C卫星全色相机的在轨几何定标模型;然后,将待定标参数分为内外定标参数,采用分步迭代策略进行解算;最后,基于本文的定标模型及解算方法,利用嵩山定标场提供的高精度参考数据对其进行了在轨几何定标实验。实验结果表明,本文的定标模型及解算方法合理有效,能显著提高资源一号02C卫星全色影像的无控定位精度和有控定位精度;同时,内定标精度优于0.3个像元。",,,Key Words:ZY-1 02C panchromatic camera rigorous geometric imaging model on-orbit geometric calibration external calibration parameter internal calibration parameter positioning accuracy,On-orbit geometric calibration method of ZY-1 02C panchromatic camera,关键词:资源一号02C卫星全色相机 严格几何成像模型 在轨几何定标 外定标参数 内定标参数 定位精度,,资源一号02C卫星全色相机在轨几何定标方法,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12265&flag=1
"归一化差值植被指数NDVI(Normalized Difference Vegetation Index)时序数据已被广泛应用于植被变化监测、植被物候识别和土地覆盖分类等领域,但受观测条件限制,NDVI原始数据中包含大量噪声,在实际应用时需对其进行检测并去除。目前常用的NDVI数据去噪重建方法主要包括阈值检测法、滤波拟合法及曲线拟合法3类。各方法在应用时均需根据不同的土地覆盖类型或特定的研究区域设置一定数量的经验参数,对噪声的定义缺乏客观标准;此外,这3类方法都没有进行专门的噪声检测,在进行NDVI数据重建时只是根据经验进行噪声判断。本文提出了一种基于狄克松(Dixon)检验法、适用于对小样本进行检测的数理统计噪声检测方法,该方法首先对同一像元、同一时段、不同年份的NDVI时序数据进行统计分析,然后再结合质量评估数据的分析结果,最终给出NDVI是否异常的判断。运用狄克松检验法对噪声进行检测,然后结合已有的两种数据重建方法--变权重滤波法和Savitzky-Golay方法,基于2001年-2010年250 m分辨率的MODIS NDVI时序数据,对覆盖中国55种植被类型共520个测试样点及洞庭湖测试区域进行了NDVI时序数据重建实验,结果表明,狄克松检验法降低了对先验知识的依赖程度,应用该方法对NDVI时序数据中的噪声进行检测预处理后,可以有效提高变权重和Savitzky-Golay方法的数据重建质量。",,,Key Words:NDVI noise Dixons test data reconstruction,Noise detection for NDVI time series based on Dixons test and application in data reconstruction,关键词:NDVI 噪声 狄克松检验 数据重建,,基于狄克松检验的NDVI时序数据噪声检测及其在数据重建中的应用,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=r12274&flag=1
