abstract,authors,en_abstract,en_keywords,en_title,keywords,pdf_url,title,url
"摘要:提出了一种方便普通民众(仅需利用手机和电脑)快速制作小型物体三维模型的方法。首先围绕物体拍摄若干张影像,然后快速恢复每一张影像的内外方位元素,使用图割法半自动提取物体的轮廓线,最后利用轮廓线信息快速生成物体的数字三维模型。通过模拟实验讨论了方法的理论精度,并通过真实实验数据验证了方法的有效性。本文方法适用于任何材质的静态物体,可以解决影像匹配或激光扫描所不能解决的三维重建问题,通过选择人工背景解决了稳健姿态恢复问题,通过算法优化降低了计算能耗。",Keywords:silhouette/3Dreconstruction/graphcuts/voxel,Abstract:Thispaperpresentsaconvenientmethodallowingordinarypeopletoquicklymake3Dmodelsofsmallobjects，usingonlyamobilephoneandcomputer.First，wecaptureanumberofimagesaroundtheobject，andthenquicklycalculatetheinternalandexternalparametersofeachimage，andsemi-automaticallyextractcontoursoftheobjectusinggraphcuts，andfinallygenerateadigital3Dmodelusingtheinformationfromtheobjectcontours.Thetheoreticalprecisionofthemethodisdiscussedinrelationtoasimulationexperiment，andthenthevalidityofthemethodisverifiedthrougharealexperiment.Themethodinthepapercanbeusedonstaticobjectscomposedofdifferentmaterials，andcansolvethe3Dreconstructionproblemwhereimage-matchingorLiDARfails.ThismethodsolvestherobustSFMproblemwithasuitablebackground，andreducesthecalculatiioncoststhroughalgorithmoptimization.,,AConvenient3DReconstructionMethodofSmallObjects,关键词:轮廓线/三维重建/图割/体素,,一种便捷式小型物体三维重建方法,http://ch.whu.edu.cn:80/article/id/3176
"摘要:提出了利用中智逻辑进行图像分割的新方法,对中智集中的三要素""真""、""不确定性""、""假""提出了实用的数学模型。三幅航空影像的分割实验结果证明,本文提出的数学模型正确,新分割方法有效。?",Keywords:neutrosophiclogic/fuzzylogic/imagesegmentation,"Abstract:AnewimagesegmentationtechniqueusingtheNeutrosophicLogicisproposed.Basedonthreefactorsoflogic,includingtruth,indeterminacy，andfalsity，apracticalmathematicalmodelispresented.Theproposedtechniquehasbeentestedinasegmentationexperimentusingthreeaerialimages,showingthatthemathematicalmodelisrationalandcorrect，whilethetechniqueisofsuperiorperformance.",,ResearchandAnalysisofNeutrosophicLogicImageSegmentation(NLIS)Method,关键词:中智逻辑/模糊逻辑/图像分割,,中智逻辑图像分割方法的研究与分析,http://ch.whu.edu.cn:80/article/id/3175
"摘要:耕地质量等级年度变更是当前耕地数量管控和质量管理的先行工作,是实现数量、质量、权属、价格四位一体的前提。提出了耕地质量等级年度变更技术路线,指出了划分变化类型、确定变更范围、建立指标体系、确定分等因素指标值等关键步骤及实施要点,并以湖北省国家级试点公安县为例,研究分析了不同变化类型下耕地质量等级变更方法,最后分析了试点实施问题并提出建议。",Keywords:cultivatedland/qualitygrade/annualupdate/gradationonagricultureland/landevalua-tion,"Abstract:Annualupdatingoflandqualitygradesisthefoundationofcultivatedlandquantitycontrolandqualitymanagement.Itisalsoanimportantwaytoachieveintegratedcultivatedlandmanagementobjectivesforquantity,quality,ownershipandprice.Thispaperputsforwardatechnicalmeansforcultivatedlandqualitygradeupdates,pointingoutthekeystepsandimplementationpointssuchasdifferentiatingvariationtypes,ascertainingthequalityalterationrange,establishingevaluationindexsystemandassigningthegradingfactors.Then,takingGong’anCountyinHubeiprovince,astate-levelexperimentalunit,asacasestudy,wefoundthattheproposedmethodforcultivatedlandqualitygradeupdatingunderdifferentvariationtypeswereeffective.Inthefinalanalysis,experimentalsiteimplementationproblemsandsuggestionsarediscussed.",,AnnualUpdateMethodforGradingCultivatedLandQuality,关键词:耕地/质量等级/年度变更/农用地分等/土地评价,,耕地质量等级年度变更方法研究,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20130665
"摘要:在分析计算机视觉、摄影测量学相机模型的基础上,提出了多平面约束的监控视频与2D地理空间数据的几何互映射模型和面向互增强的内容互映射模型,并就其应用进行了介绍。针对几何互映射中存在的地面起伏对映射的影响以及监控视频空间分辨率等问题进行了分析。该模型适合于地面区域为多个平面的情况。研究表明,监控视频与2D地理空间数据可以实现一定精度下的互映射,能够满足视频监控系统与GIS的深度集成。",Keywords:GIS/surveillancevideo/2Dgeospatialdata/mapping,"Abstract:Inordertoachievethemutualenhancementbetweensurveillancevideosand2Dgeo-spatialdata,amodalincludinggeometricandcontentmappingisproposed.Firstly,basedonthepin-holecameramodelofphotogrammetryandcomputervision,weassumethegroundiscomposedofmultipleplanesandproposeamappingmodel.Themappingmodelhasclearphysicalmeaning,convenientandflexible.Throughthemodel,thevideosand2Dgeospatialdatacanbemutuallyprojected.Secondly,becausethetruegroundisnotflat,undulationhasanimpactonthemappingbetweenvideosand2Dgeospatialdata,aformulafortheimpactisprovided.Thirdly,theobjectsinvideosarelargernearbyandsmalleratfardistances.Inordertogettherealspaceofeachpixel,weproposeanindicator,vide-ospatialresolutionanddiscussthespatialdistribution.Themodelissuitableformultipleplanesbutnotsuitableforcomplexgeographicscenes.",,MutualMappingBetweenSurveillanceVideoand2DGeospatialData,关键词:GIS/监控视频/2D地理空间数据/互映射,,监控视频与2D地理空间数据互映射,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20130817
"摘要:基于元胞自动机(CA)的局部并行计算特性和统一计算设备架构(CUDA)并行计算架构,提出了GPU-CA的溃坝洪水演进计算模型,重点探讨了溃坝洪水演进元胞自动机模型、GPU模型映射、计算优化、CPU/GPU协同的溃坝洪水演进模拟与分析等关键问题,研发了原型系统,并选择了案例进行初步试验。试验结果表明,在保证溃坝洪水演进模拟结果有效性的情况下,与基于CPU-CA串行计算模式相比,基于GPU-CA的溃坝洪水演进模型计算可提高计算效率,加速比随着元胞格网分辨率的提升而增加,当元胞格网的大小为10m时,模型计算效率的加速比可以达到15.9倍,可支持实时溃坝洪水演进模拟分析与风险评估。",Keywords:dam-breakfloodrouting/cellularautomata/parallelcomputing/CUDA(ComputeUnifiedDeviceArchitecture)/simulationanalysis,"Abstract:BasedonthenaturalsimilaritybetweentheparallelcomputingfeaturesofcellularautomataandtheparallelcomputingarchitectureoftheCUDA,adam-breakfloodroutingcomputingmodelbasedonGPU-CAisproposed.Keytechnologiesincludingcellularautomata(CA)modelofdam-breakfloodrouting,GPUmodelmappingmethod,calculationoptimizationmethod,andGPU/CPUcollaborativeimplementationfordam-breakfloodroutingsimulationandanalysisarediscussedinde-tail.Finally,aprototypesystemwasdevelopedandacasestudyregionselectedforcarryingoutapre-liminaryexperiment.AscomparedtotheCPU-CAmodelcomputing,theexperimentalresultsshowedthatthedam-breakfloodroutingcomputingbasedonGPU-CAmodelcangreatlyimprovethecomputingefficiency,andalsoensuredthevalidityofthesimulationresults.Speedupcanbeimprovedbyin-creasingthecellulargridresolution.Whenthecellulargridsizewas10m,thespeedupofmodelcalcu-lationreached15.9times,whichcansupportreal-timesimulationanalysisandriskassessmentfordam-breakfloodrouting.",,Real-timeSimulationandAnalysisofDam-breakFloodRoutingBasedonGPU-CAModel,关键词:溃坝洪水演进/元胞自动机/并行计算/CUDA/模拟分析,,GPU-CA模型下的溃坝洪水演进实时模拟与分析,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20140302
"摘要:基于球体退化八叉树格网的地球系统空间格网(SDOG-ESSG)是地球系统科学与空间信息领域的重要的研究工具和手段。SDOG-ESSG格网码与现有空间参考相互转换的关键问题即球体坐标系与SDOG-ES-SG格网码的正向转换与逆向转换的算法。通过引进6种列-行-层坐标系并导出有关计算公式,借鉴Morton码行列二进制位交错的特性,分别设计了正向转换与逆向转换算法过程,在此基础上,理论分析并实验验证了两算法的时间效率。结果表明,两转换算法非常高效,其时间消耗基本与SDOG-ESSG的主剖次和副剖次呈线性关系,时间复杂度为O(n);在PC环境下,每秒能实现106～107次的转换运算,1次转换相当于101～102次的除法运算。","Keywords:GlobalSpatialGrid,SDOG-ESSG,gridcode,SpheroidCoordinatesSystem,coordinatestransformation/","Abstract:TheSDOG-basedEarthSystemSpatialGrid(SDOG-ESSG)isanimportanttoolandmethodintheEarthSystemScienceandspatialinformationdomains.ThispaperfocusesonthekeyproblemoftransformationbetweenthegridcodeofSDOG-ESSGandtheexistingspatialreference,thetrans-formationbetweenSpheroidCoordinatesSystem(SCS)andthegridcodeofSDOG-ESSG.Sixcol-umn-row-layernumbersystemswerebroughtinandrelatedformulaswerederived.Basedonthisandthebit-interleavingmethodofMortoncode,forwardandbackwardtransformationalgorithmsweredeveloped.Thetimeefficiencyofbothalgorithmswasanalyzedtheoreticallyandexperimentally.Theresultsshowthat:a)bothalgorithmsareveryhighefficient,andthetimeconsumptionislineartotheprinciplesubdivisionlevelandthefurthersubdivisionlevelofSDOG-ESSG,wherethetimecomplexi-tyisO(n);and(b)approximately106～107timesoftransformationoperationscanbedoneinonesec-ondundercurrentpersonalcomputer.Eachtransformationoperationisidenticalto101～102divisionoperationintime.",,TransformationAlgorithmsBetweenSpheroidCoordinatesSystemandSDOG-ESSGGridCode,关键词:全球空间格网/SDOG-ESSG/格网码/球体坐标/坐标转换,,球体坐标与SDOG-ESSG格网码的相互转换算法,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20140032
"摘要:随着格网层次的增大,基于全球离散格网的球面Voronoi图生成算法的格网数据量与Voronoi图生成时间都呈指数增长,在高层次时容易出现算法效率较低,甚至内存溢出无法执行等情况。利用球面四元三角格网的层次性,提出了一个基于多层次QTM的球面Voronoi图生成算法。首先用全球低层次QTM格网生成Voronoi图,然后对Voronoi边界格网进行再次剖分,得到下一层次的Voronoi图,重复进行,直至达到目标层次。实验结果表明,相对于单一层次的确定归属算法和扩张算法,该算法能够生成更高层次的Voronoi图,且效率较前两者分别提高了22倍和25倍(第9层)。",Keywords:sphericalVoronoidiagram/globaldiscretegrid/quaternarytriangularmesh/multi-level/neighborsearching,"Abstract:AsphericalVoronoidiagramofpointsets,linesetsandareasetscanbewellhandledbyGDG-based(GDG:GlobalDiscreteGrid)algorithms.However,thegriddatavolumeandthetimeconsumedforgeneratingsphericalVoronoidiagramsincreasesexponentiallywiththegrowthoftheGDGlevels,whichleadstolowerefficiencyathigherlevels.Toovercomethesedeficiencies,amulti-levelQTM-based(QTM:QuaternaryTriangularMesh)algorithmisproposed.Firstly,asphericalVoronoidiagramisgeneratedinalowerlevel.Then,thetrianglesthatformtheVoronoiboundariesaresubdividedtogetVoronoidiagramsathigherlevels.TheresultsshowthatasphericalVoronoidi-agramofhigherlevelscanbegeneratedbythisalgorithmmoreefficentlythanthosesingle-levelalgo-rithms;asitwasimprovedabout22and25timesatLevel9.",,Multi-levelQTMBasedAlgorithmforGeneratingSphericalVoronoiDiagram,关键词:球面Voronoi图/全球离散格网/四元三角网/多层次/邻近搜索,,基于多层次QTM的球面Voronoi图生成算法,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20140381
"摘要:针对当前划界工作中主要采用手工操作实现划界线与实际地形匹配的现状,提出了基于成本最优路径分析实现自动匹配的基本原理,研究了自动匹配的关键技术。首先,基于悬挂特征栅格的反向追踪构造地形特征网络,并借助划界法理对其进行特殊处理。其次,构建成本图层,应用成本最优路径分析实现了划界线与实际地形的自动匹配。最后,通过实验对匹配结果的可靠性进行评价,验证了本文自动匹配方法的有效性和可靠性,并对划界工作提出了若干建议。",Keywords:delimitationline/terrain/terrainfeaturesnetwork/automaticmatch/Least-CostPathAnal-ysis,"Abstract:Concerningthatitmainlydependsonmanualadjustingtorealizethematchbetweendelimi-tationlineandrealterrain,thispaperproposesthegeneralsolutiontoautomaticallycompleteabove-mentionedmatchbasedonLeast-CostPathAnalysis,andstudiesitskeytechnology.First,terrainfeaturesnetworkisbuiltviareversesearchbasedondanglingterrainfeaturesgridandprocessedundertheguidanceofdelimitationtheory.Then,costlayerisconstructedforLeast-CostPathAnalysisinordertocarryoutaboveautomaticmatch.Finally,someexperimentsareconductedsoastoanalyzeandestimateautomaticmatch,whichvalidatesthatautomaticmatchstudiedinthearticleisfeasibleandreliable.Additionally,somesuggestionsareprovidedfordelimitation.",,AutomaticMatchBetweenDelimitationLineandRealTerrainBasedonLeast-costPath,关键词:划界线/地形/地形特征网络/自动匹配/成本最优路径分析,,基于成本最优路径的划界线与实际地形自动匹配,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20130679
"摘要:示意地图是统计数据可视化的一种新方法,但已有的面域示意地图制图算法不适用于局部数据差别大的应用。针对此问题,结合多尺度格网统计数据的尺度效应,修正了diffusionbasedmethod算法,并将该算法应用于北京市100m格网人口统计数据上,证明了算法的有效性。该算法可应用于格网统计数据示意地图制图。",Keywords:griddedcensusdata/areacartograms/scaleeffectindex/mappingalgorithm,"Abstract:Cartogramsisanewapproachforstatisticaldatavisualization.However,drasticdiversityoflocaldataleadstofailureswhenweapplyexistingcartogram-makingalgorithmsongridstatisticdatawithinurbanscale.Toaddressthisproblem,wedesignanindexformeasuringthescaleeffectofgridstatisticdata.Thescaleeffectindexwelldescribestherestrictioneffectandrepresentationeffectof1104武汉大学学报·信息科学版2015年8月multi-scalegriddata.Moreover,basedonthescaleeffectindex,wemodifythediffusion-basedmeth-oddevelopedbyGastnerandNewmanin2004.Themodifiedalgorithmisnotsensitivetolocaldiversi-tiesofgridstatisticdata,andareacartogramsachievedbythisalgorithmwellkeepthedensity-equali-zingcondition.Weapplythisalgorithminmakinggriddedpopulationcartogramsfrom100mgridBei-jingcensusdata,andresultsshowthereliabilityofthealgorithm,whichcanbeusedforproducingar-eacartogramsofstatisticdata.",,AModifiedAlgorithmtoConstructGriddedAreaCartogramsbyScaleEffectIndex,关键词:格网统计数据/面域示意地图/尺度效应指数/制图算法,,一种尺度效应指数修正的格网数据示意地图制图算法,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20130370
"摘要:提出一种基于汇水区合并的结构化DEM综合方法。使用汇水区作为联系谷地实体与DEM数据网格点的纽带,在次要谷地删除的基础上进行谷地汇水区的合并,以合并后的汇水区边界线(汇水区边界包含山脊线、山顶和鞍部三种地形骨架)和谷底线为约束条件进行DEM内插,从而实现结构化DEM综合。实验表明,该方法在删除次要地形特征的同时,能较好地保持主要地形结构特征。",Keywords:structuralgeneralization/DEM/catchmentarea/valleyline,"Abstract:ThispaperpresentsastructuredDEMgeneralizationbycatchmentareacombination.ThevalleycatchmentareasareusedasthelinkbetweentheabstractconceptionofvalleyandconcreteDEMgridpoints.TheminorvalleybranchesaredeletedbytheTpferlawandthevalleycatchmentareasarecombinedbasedonthedeletedvalleynetwork.ThentheresultingDEMisinterpolatedbasedonthecatchmentboundaryline(containingthreetypesofbasicterrainskeletoninformation:ridge,mountainandsaddle)andthevalleyline.ExperimentsshowthataDEMreconstructedbythismethodcandeleteminorterraincharacteristicswhilepreservingmaincharacteristics.",,ADEMGeneralizationbyCatchmentAreaCombination,关键词:结构化综合/DEM/汇水区/谷底线,,一种基于汇水区合并的DEM综合方法,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20130558
"摘要:基于稀疏监测点的监测数据无法直接获取城市内部空气污染的高分辨率空间分布。以武汉市为例,研究了基于土地利用回归(landuseregression,LUR)模型的大气PM2.5浓度高分辨率空间分布模拟。采用双变量相关分析识别出与PM2.5浓度相关性最高的4个影响因子,分别是1000m缓冲区内道路长度,500m缓冲区内水域面积,500m缓冲区内建设用地面积以及工业污染影响。采用PM2.5月平均浓度和识别出的影响因子连同气象条件(月平均温度和月降水量)进行多元线性回归分析,相关系数R2达到0.905,调整后的R2为0.885。在研究区建立均匀格网(2km×2km),利用得到的LUR方程计算格点PM2.5浓度值,应用空间插值制成武汉市主城区夏季PM2.5浓度空间分布模拟图。模拟结果显示,主城区有三个PM2.5浓度高值中心,分别为青山工业区、江北工业区和汉口汉西建材市场区域。汉阳南部、武昌南部的大型湖泊和水域面积比例较大的区域表现为两个PM2.5浓度低值中心。",Keywords:landuseregression(LUR)/fineparticulatematter(PM2.5)/highresolution/spatialin-terpolation,"Abstract:Itisdifficulttoacquiresmall-scalespatialvariationofintra-urbanairpollutantsfromsparselydistributedmonitoringsites;therefore,alanduseregressionmodelwasusedtogenerateahigh-resolutionmapofsummertimePM2.5concentrationsinWuhan.Fourspatialfactorshadhighlev-elsofcorrelationtoPM2.5averageconcentrationswereidentifiedusingabivariatecorrelationanalysis;roadlengthinbufferswith1000mradius(x2),areaofwatersinbufferswith500mradius(x5),areaofconstructionlandinbufferswith500mradius(x9)andpointsources(x18).Thesefourspatialfac-torstogetherwithmeteorologicaldata(monthlyaveragetemperatureandmonthlyprecipitation)wereusedasindependentvariablestobuildamultiplelinearregression(MLR)modelwithPM2.5monthlyaverageconcentrationasthedependentvariable.TheR2oftheregressionwas0.905,andtheadjustedR2was0.885.Wethenbuiltagridataresolutionof2km×2km.ThePM2.5concentrationforeachcellofthegridwasestimatedusingtheMLRequation.AhighresolutionmapofPM2.5concentrationofWuhaninsummerwasgeneratedbasedonthisgridandspatialinterpolationresultsshowingthehigh-resolutiondistributionofPM2.5concentration.Therewerethreehigh-valuecentersofPM2.5con-centration,theQingshanindustrialzone,thenorthindustrialzone,andHanxibuildingmaterialmar-ketsareainHankou.Thereweretwolow-valuecenterslocatedatlargelakesorinareaswithlargepercentageofwaterinsouthHanyangandsouthWuchang.",,LUR-basedSimulationoftheSpatialDistributionofPM2.5ofWuhan,关键词:土地利用回归(LUR)/细颗粒物(PM2.5)/高分辨率/空间插值,,基于LUR的武汉市PM2.5浓度空间分布模拟,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20130785
"摘要:互联网的广泛应用产生了越来越多与地理空间位置关联的文本信息。现有地理信息系统一般通过外部链接来浏览这些数据,需要频繁的缩放、漫游和点击操作,而其他方法又难以有效表达出空间位置关系。提出了一种基于标签云的位置关联文本信息可视化方法———标签云地图,给出了标签云地图的设计思路和实现流程,并以腾讯微博的真实数据集为例建立了原型,重点研究了点状和面状地理要素的Cartogram生成算法,关键字和词频的提取算法,面向不同尺度和不同时间的标签云显示规则的标签位置生成算法。实验表明,该方法能够帮助用户从大量的位置关联文本信息中快速感知并把握信息的总体特征和发展趋势。",Keywords:tagcloud/tagcloudmap/textinformationvisualization/geotagged/visualization,"Abstract:WiththewideapplicationofInternet,thereismoreandmoregeotaggedtextinformation.Nevertheless,suchdataiscurrentlybrowsedinGeographicalinformationsystemsthroughexternallinks,requiringfrequentzooming,panning,andclickoperations.Meanwhile,othermethodscannoteffectivelyexpressspatialrelationships.Atagcloudmappingmethod—atagcloud-basedvisualizationforgeotaggedtextinformationispresentedinthispaper.Weprovideanoverallimplementationprocessforthemethodanddesignandimplementaprototypebasedonthereal-lifedatasetsofTen-centMicroblog.Wefocusondesigningcartogramalgorithmsforpointandpolygonfeatures,theex-tractionofkeywordsandfrequencyandthedisplayrulemodelsfordifferentscalesanddifferenttimesinthelabelplacementalgorithms.Thismethodcanhelpusersrapidlymakesenseoftheimportantconceptsandgraspmainfeaturesanddevelopingtrendsinalargeamountofgeotaggedtextinforma-tion.",,ATagCloud-basedVisualizationforGeotaggedTextInformation,关键词:标签云/标签云地图/文本信息可视化/位置关联/可视化,,一种基于标签云的位置关联文本信息可视化方法,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20130794
"摘要:图像配准是超分辨率图像重建过程中的一个重要步骤。在实际应用中,Keren算法在旋转角度大于6°时存在较大的配准误差,且其计算复杂度随着图像平移量增大将增长数倍;Vandewalle算法在角度配准中存在一定的优势,但整体配准精度不如Keren算法。针对两种配准算法存在的问题,利用测量平差中附有限制条件的间接平差原理,提出一种改进算法。利用Vandewalle算法解算出图像间的旋转参数和平移参数,将旋转参数作为Keren算法参数的限制条件,并以平移参数作为初始值,代入Keren配准公式中,依据附有限制条件的间接平差原理,迭代求出平移参数的改正值。研究表明,该算法成功避免了大角度旋转情况下Keren算法因角度的泰勒级数展开所带来的误差,提高了配准精度,且具有更好的重建效果。",Keywords:imageregistration/super-resolutionimagereconstruction/Vandewallealgorithm/Kerenalgorithm/AdjustmentofIndirectobservationswithConstraints,"Abstract:Imageregistrationisanimportantstepintheprocessofsuper-resolutionimagereconstruc-tion.Inpracticalapplicationswhentherotationangleisgreaterthan6°,theKerenalgorithmwillcre-ategreaterregistrationerror,anditscomputationalcomplexityastheamountofimageshiftwillgrowseveraltimeslarger.ConsideringtheVandewallealgorithm,itsregistrationundercertainrotationan-gleconditionsisacertainadvantage,buttheoverallregistrationaccuracyislowerthantheKerenal-gorithm.Aimingtosolvetheproblemsoftwoexistingregistrationalgorithms,wecombinedAdjust-mentofIndirectobservationswithConstraintstoproposedanimprovedimageregistrationmethod.TheproposedalgorithmcalculatestherotationparametersandtranslationparametersusingtheVandewallealgorithmbetweentheimages.Then,therotationparametersareincludedastheknownvaluesusedinKerenalgorithm,whilethetranslationparametersaretakenasobservations,Usingtheadjustmentofindirectobservationswithconstraintsiterativeshiftparametercorrectionvalueswecametothefinalregistrationparameters.OurstudiesshowthatthealgorithmavoidserrorsstemmingfromtheTaylorseriesexpansionofanglewhenusingtheKerenalgorithmInthecaseoflargeangles,improvingtheregistrationaccuracywithbetterreconstructionresults.",,AMethodofImageRegistrationBindingAdjustmentofIndirectObservationswithConstraintsandItsApplication,关键词:图像配准/超分辨率重建/Vandewalle配准/Keren配准/附有限制条件的间接平差,,附有限制条件的间接平差的图像配准算法及其应用,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20130710
"摘要:基于数字调幅广播(DRM)的特点,提出了一种利用直达波频率导频信号的高频外辐射源接收阵列幅相一致性校正新方法。首先介绍了DRM广播的信号结构,分析了其导频信号作为校正源的可行性;考虑到高频段电磁环境和传播环境的时变非平稳特性,提出了一种基于平移不变阵元偶在时间上优选直达波校正数据的方法;最后结合地波模式和天波传播模式高频外辐射源雷达实测多通道数据,比较了该方法与其他辅助定标源方法用于接收阵列校正的效果,分析结果证实了该方法的有效性。",Keywords:passiveradar/HFradar/frequencyreferencesignal/arraycalibration,"Abstract:Basedonthecharacteristicsofthedigitalradiomondiale(DRM),anewmethodofarraycalibrationforhigh-frequencypassiveradar(HFPBR)byusingfrequencyreferencesignalofdirectwaveisproposed.FirstlythesignalstructureofDRMisintroduced,whilethefeasibilityoftakefre-quencyreferencesignalasthecalibrationsourceisdemonstrated.Secondly,takingintoaccountthee-lectromagneticenvironmentandtime-varyingnon-stationarypropagationcharacteristics,amethodofchoosinghighqualitydirectwaveperiodbytheshift-invariantantennapairsisproposed.Finally,as-sistbytheknownDRMtransmitterposition,weutilizedthismethoddealwithmeasureddirectwavedatawhichpropagateinsurfacewavemodeandskywavemode,comparedtheresultofarraycalibra-tionvaluewithknownsinglefrequencysignalsource.TheresultsshowedthattheamplitudeandphasecompensationmethodinDRM-basedHFPBRiseffective.",,ReceivingArrayCalibrationUsingDRMFrequencyReferenceSignalofDirectWaveforHFPassiveBistaticRadar,关键词:外辐射源雷达/高频雷达/频率导频信号/阵列校正,,利用直达波导频信号的高频外辐射源雷达接收阵列校正方法,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20130719
"摘要:提出了一种基于均值漂移和谱图分割的极化SAR(PolSAR)影像分割方法。首先,通过均值漂移算法对PolSAR影像进行过分割处理,并基于Wishart统计分布和假设检验的方法构建边缘检测器,充分利用了PolSAR影像的全极化信息提取边缘信息;然后,在过分割和边缘信息的基础上构建相似性度量矩阵,并采用归一化割准则实现PolSAR影像的分割。该算法充分利用了均值漂移算法过分割的特点,降低了谱图分割算法的运算代价,并结合谱图分割算法全局优化的优点改善了PolSAR影像的分割结果;最后,利用Radar-sat-2全极化影像进行了实验,并采用改进的分割效果评价方法实现了精度评价。实验表明,该算法有效地实现了PolSAR影像的分割,显著提高了谱图分割算法的效率,分割结果优良,分割精度优于eCognition软件中的多尺度分割方法。",Keywords:PolSAR/segmentation/Mean-Shift/spectralgraphpartition/normalizedcut/,"Abstract:Anewsegmentationapproachofpolarimetricsyntheticapertureradar(PolSAR)dataispro-posedbasedonmeanshiftandspectralgraphpartitioning.First,Mean-shiftalgorithmisusedtogen-eratetheover-segmentationofPolSARimage.Inordertoextractedgeinformation,weapplyasetofdetectorsbasedontheWishartdistributionwithahypothesistestingmethodthathasfullyconsideredthepolarizationinformationinPolSARimages.Then,asimilaritymatrixisconstructedbasedontheover-segmentationresultsandimageedgeinformation.Thegraphpartitioningprocessisperformedu-singthenormalizedcutcriterion.Withthismethod,weimprovethesegmentationefficiencyofspec-tralgraphpartitioningbasedontheover-segmentationresultsgeneratedbyMean-shift.Thequalityofsegmentationresultsisalsoimprovedasaresultoftheglobaloptimizationofspectralgraphpartitio-ningalgorithm.WeappliedthismethodonRadarsat-2fullpolarizationimagesandevaluatedtheseg-mentationresults.TheexperiementshowedthatthisschemecanrealizePolSARsegmentationeffec-tively,speeduptheoriginalalgorithm,andalsodemonstratesabetterresultthaneCognition’sMulti-resolutionsegmentationapproach.",,SegmentationofPolSARDataBasedonMean-ShiftandSpectralGraphPartitioningandItsEvaluation,关键词:极化合成孔径雷达/影像分割/均值漂移/谱图分割/归一化割中图法分类号:P237.3/TP79文献标志码:A,,基于均值漂移和谱图分割的极化SAR影像分割方法及其评价,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20130681
"摘要:针对三维规划审批对精确的空间关系及逼真的三维可视化效果的综合需求,设计实现了两套针对大规模三维数字城市建筑物模型的屋顶纹理快速生成方案。方案一基于严格投影成像方程建立物方与像方对应关系,并根据视线方向、遮挡关系、成像分辨率等选取最优纹理进行映射。方案二通过建立相应的屋顶纹理库,并利用屋顶纹理智能匹配技术实现大范围屋顶纹理的快速合成。利用常州市三维城市模型数据进行了实验分析,实验表明,这两套纹理生成方案生成的屋顶纹理都满足建筑物纹理重建生产要求,极大地提高了三维建模效率。",Keywords:digitalcity/urbanplanning/3Dmodeling/texturemapping/texturematching,"Abstract:Consideringthedemandsforprecisespatialrelationshipsandeffective3Dvisualizationin3Dplanningapproval,twosolutionsofrapidandmassbuildingrooftexturegenerationispresentedinthispaper.Inthefirstsolution,thecorrespondenceofobjectspaceandimagespaceisbuiltbasedonthecollinearityequationofperspectiveprojection,then,thebestrooftexturefortexturemappingcanbeselectedconsideringtheopticalaxisdirection,occlusionrelationandimageresolution.Inthesec-ondsolution,therooftexturedatabaseisbuiltandusedtosynthesizerooftexturewiththesmartmatchingtechnology.Theexperimentalresultswiththe3DcitymodelsofChangzhoudemonstratethattwosetsofsolutionsforrooftexturegenerationcanmeettherequirementsofrapidlyreconstruc-tingtextureofbuilding.",,AMethodonaRapidGenerationofExquisiteTexturesofBuilding’sRoofTowardsPlanning,关键词:数字城市/城市规划/三维建模/纹理映射/纹理匹配,,面向规划的建筑物屋顶精细纹理快速生成方法,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20140771
